standard_code,version,frame,status,tier1_code,tier1_title,tier1_title_en,tier1_status,tier2_code,tier2_title,tier2_title_en,tier2_status,tier3_id,tier3_title,tier3_title_en,tier3_status,level_code,level_name,level_name_en,standard_type_code,standard_type_title,standard_group_code,standard_group_title,create_date,last_update,status_mapping,status_report
65,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,218.0,อาชีพช่างซ่อมบำรุงรักษาแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Maintenance Technician,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:21.317,2022-07-08 14:55:21.317,0,0
66,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,218.0,อาชีพช่างซ่อมบำรุงรักษาแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Maintenance Technician,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:22.790,2022-07-08 14:55:22.790,0,0
67,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,219.0,อาชีพช่างตกแต่งผิวแม่พิมพ์ ,Mold Surface Decoration Technician,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:24.630,2022-07-08 14:55:24.630,0,0
68,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,219.0,อาชีพช่างตกแต่งผิวแม่พิมพ์ ,Mold Surface Decoration Technician,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:26.753,2022-07-08 14:55:26.753,0,0
69,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,221.0,อาชีพช่างปรับประกอบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Assembly Technician,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:28.693,2022-07-08 14:55:28.693,0,0
70,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,221.0,อาชีพช่างปรับประกอบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Assembly Technician,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:31.273,2022-07-08 14:55:31.273,0,0
71,1,7,0,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,221.0,อาชีพช่างปรับประกอบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Assembly Technician,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:34.030,2022-07-08 14:55:34.030,0,0
72,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,222.0,อาชีพช่างผลิตชิ้นส่วนอุปกรณ์แม่พิมพ์ปั๊มโลหะ,Metal Stamping Mold Part Manufacturer,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:38.210,2022-07-08 14:55:38.210,0,0
73,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,222.0,อาชีพช่างผลิตชิ้นส่วนอุปกรณ์แม่พิมพ์ปั๊มโลหะ,Metal Stamping Mold Part Manufacturer,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:43.253,2022-07-08 14:55:43.253,0,0
74,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,222.0,อาชีพช่างผลิตชิ้นส่วนอุปกรณ์แม่พิมพ์ปั๊มโลหะ,Metal Stamping Mold Part Manufacturer,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:47.223,2022-07-08 14:55:47.223,0,0
75,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,222.0,อาชีพช่างผลิตชิ้นส่วนอุปกรณ์แม่พิมพ์ปั๊มโลหะ,Metal Stamping Mold Part Manufacturer,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:49.860,2022-07-08 14:55:49.860,0,0
76,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,225.0,อาชีพช่างออกแบบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Designer,1,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:52.403,2022-07-08 14:55:52.403,0,0
77,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,225.0,อาชีพช่างออกแบบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Designer,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:54.510,2022-07-08 14:55:54.510,0,0
78,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,225.0,อาชีพช่างออกแบบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Designer,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:57.017,2022-07-08 14:55:57.017,0,0
79,1,7,1,MLD,สาขาวิชาชีพอุตสาหกรรมการผลิตแม่พิมพ์,Mold Manufacturing Industry,1,DMT,สาขางานแม่พิมพ์โลหะ,Metal Molding,1,225.0,อาชีพช่างออกแบบแม่พิมพ์ปั๊มโลหะ ,Metal Stamping Mold Designer,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:55:59.367,2022-07-08 14:55:59.367,0,0
80,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,687.0,อาชีพช่างภาพบุคคล,None,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:01.643,2022-07-08 14:56:01.643,0,0
81,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,687.0,อาชีพช่างภาพบุคคล,None,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:04.260,2022-07-08 14:56:04.260,0,0
82,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,690.0,อาชีพช่างภาพสื่อมวลชน,None,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:06.803,2022-07-08 14:56:06.803,0,0
83,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,690.0,อาชีพช่างภาพสื่อมวลชน,None,1,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:08.790,2022-07-08 14:56:08.790,0,0
84,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,691.0,อาชีพช่างภาพแต่งงาน,None,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:11.730,2022-07-08 14:56:11.730,0,0
85,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,692.0,อาชีพช่างภาพแฟชั่น,None,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:13.290,2022-07-08 14:56:13.290,0,0
86,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,686.0,อาชีพช่างภาพทั่วไป,Photographer,1,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:14.850,2022-07-08 14:56:14.850,0,0
87,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาถ่ายภาพ,None,1,686.0,อาชีพช่างภาพทั่วไป,Photographer,1,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:16.840,2022-07-08 14:56:16.840,0,0
88,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาผลิตภาพ,Photo Production,1,1204.0,อาชีพช่างควบคุมคุณภาพงานอัดภาพระบบดิจิตอล,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:19.107,2022-07-08 14:56:19.107,0,0
89,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาผลิตภาพ,Photo Production,1,1205.0,อาชีพช่างปรับแต่งภาพ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:21.280,2022-07-08 14:56:21.280,0,0
90,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาผลิตภาพ,Photo Production,1,1205.0,อาชีพช่างปรับแต่งภาพ,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:23.050,2022-07-08 14:56:23.050,0,0
91,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาผลิตภาพ,Photo Production,1,1003.0,อาชีพช่างผลิตภาพระบบดิจิตอล,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:24.687,2022-07-08 14:56:24.687,0,0
92,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาผลิตภาพ,Photo Production,1,1206.0,อาชีพนักออกแบบกราฟิก,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:26.807,2022-07-08 14:56:26.807,0,0
93,1,7,0,PHO,สาขาวิชาชีพธุรกิจภาพถ่าย,Photo Business,1,PGL,สาขาผลิตภาพ,Photo Production,1,1206.0,อาชีพนักออกแบบกราฟิก,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:28.540,2022-07-08 14:56:28.540,0,0
94,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRN,สาขางานจัดการขนส่ง,Transportation Management,0,771.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางถนน ,Road Transportation Operator,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:30.200,2022-07-08 14:56:30.200,0,0
95,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1907.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางท่อ,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:32.347,2022-07-08 14:56:32.347,0,0
96,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1905.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางน้ำ,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:34.300,2022-07-08 14:56:34.300,0,0
97,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1901.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางราง,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:36.263,2022-07-08 14:56:36.263,0,0
98,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1903.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางอากาศ,None,0,01,ชั้น 1,Level 1,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:38.380,2022-07-08 14:56:38.380,0,0
99,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1907.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางท่อ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:40.610,2022-07-08 14:56:40.610,0,0
100,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRN,สาขางานจัดการขนส่ง,Transportation Management,0,771.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางถนน ,Road Transportation Operator,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:43.273,2022-07-08 14:56:43.273,0,0
101,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1905.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางน้ำ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:46.803,2022-07-08 14:56:46.803,0,0
102,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1901.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางราง,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:49.090,2022-07-08 14:56:49.090,0,0
103,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1903.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางอากาศ,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:51.787,2022-07-08 14:56:51.787,0,0
104,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRN,สาขางานจัดการขนส่ง,Transportation Management,0,771.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางถนน ,Road Transportation Operator,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:54.360,2022-07-08 14:56:54.360,0,0
105,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1907.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางท่อ,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:56.617,2022-07-08 14:56:56.617,0,0
106,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1905.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางน้ำ,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:56:58.253,2022-07-08 14:56:58.253,0,0
107,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1901.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางราง,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:00.340,2022-07-08 14:57:00.340,0,0
108,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1903.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางอากาศ,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:01.883,2022-07-08 14:57:01.883,0,0
109,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRN,สาขางานจัดการขนส่ง,Transportation Management,0,771.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางถนน ,Road Transportation Operator,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:03.787,2022-07-08 14:57:03.787,0,0
110,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1907.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางท่อ,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:05.683,2022-07-08 14:57:05.683,0,0
111,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1905.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางน้ำ,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:07.123,2022-07-08 14:57:07.123,0,0
112,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1901.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางราง,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:08.557,2022-07-08 14:57:08.557,0,0
113,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1903.0,อาชีพผู้ปฏิบัติการขนส่งสินค้าทางอากาศ,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:10.090,2022-07-08 14:57:10.090,0,0
114,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRN,สาขางานจัดการขนส่ง,Transportation Management,0,766.0,อาชีพผู้บริหารงานขนส่งสินค้าทางถนน ,Road Transportation Manager,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:11.833,2022-07-08 14:57:11.833,0,0
115,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1908.0,อาชีพผู้บริหารงานขนส่งสินค้าทางท่อ,None,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:13.907,2022-07-08 14:57:13.907,0,0
116,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1906.0,อาชีพผู้บริหารงานขนส่งสินค้าทางน้ำ,None,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:15.627,2022-07-08 14:57:15.627,0,0
117,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1902.0,อาชีพผู้บริหารงานขนส่งสินค้าทางราง,None,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:17.893,2022-07-08 14:57:17.893,0,0
118,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1904.0,อาชีพผู้บริหารงานขนส่งสินค้าทางอากาศ,None,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:19.953,2022-07-08 14:57:19.953,0,0
119,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRN,สาขางานจัดการขนส่ง,Transportation Management,0,766.0,อาชีพผู้บริหารงานขนส่งสินค้าทางถนน ,Road Transportation Manager,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:22.133,2022-07-08 14:57:22.133,0,0
120,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1902.0,อาชีพผู้บริหารงานขนส่งสินค้าทางราง,None,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:24.393,2022-07-08 14:57:24.393,0,0
121,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1904.0,อาชีพผู้บริหารงานขนส่งสินค้าทางอากาศ,None,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:26.360,2022-07-08 14:57:26.360,0,0
122,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1908.0,อาชีพผู้บริหารงานขนส่งสินค้าทางท่อ,None,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:28.500,2022-07-08 14:57:28.500,0,0
123,1,7,1,LOG,สาขาวิชาชีพโลจิสติกส์,Logistics,1,TRM,สาขาจัดการขนส่ง,Transportation Management,1,1906.0,อาชีพผู้บริหารงานขนส่งสินค้าทางน้ำ,None,0,06,ชั้น 6,Level 6,1,มาตรฐานอาชีพ,SERVICE,บริการ,2022-07-08 14:57:30.763,2022-07-08 14:57:30.763,0,0
124,1,7,1,MCT,สาขาวิชาชีพแมคคาทรอนิกส์,Mechatronics,0,None,None,None,None,193.0,อาชีพช่างแมคคาทรอนิกส์,Mechatronics Technician,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:57:34.573,2022-07-08 14:57:34.573,0,0
125,1,7,1,MCT,สาขาวิชาชีพแมคคาทรอนิกส์,Mechatronics,0,None,None,None,None,193.0,อาชีพช่างแมคคาทรอนิกส์,Mechatronics Technician,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:57:45.207,2022-07-08 14:57:45.207,0,0
126,1,7,1,MCT,สาขาวิชาชีพแมคคาทรอนิกส์,Mechatronics,0,None,None,None,None,193.0,อาชีพช่างแมคคาทรอนิกส์,Mechatronics Technician,0,05,ชั้น 5,Level 5,1,มาตรฐานอาชีพ,INDUSTRIAL,อุตสาหกรรม,2022-07-08 14:57:56.220,2022-07-08 14:57:56.220,0,0
127,1,7,0,WNS,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา),Wellness Services (Sport Activity excluded),0,SPA,สาขาให้บริการสปา,Spa Service,0,963.0,อาชีพสปารีเซฟชั่นนิส,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,OTHER,อื่นๆ,2022-07-08 14:58:04.447,2022-07-08 14:58:04.447,0,0
128,1,7,0,WNS,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา),Wellness Services (Sport Activity excluded),0,SPA,สาขาให้บริการสปา,Spa Service,0,964.0,อาชีพสปาแอดเทนเดน,None,0,02,ชั้น 2,Level 2,1,มาตรฐานอาชีพ,OTHER,อื่นๆ,2022-07-08 14:58:05.913,2022-07-08 14:58:05.913,0,0
129,1,7,0,WNS,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา),Wellness Services (Sport Activity excluded),0,SPA,สาขาให้บริการสปา,Spa Service,0,963.0,อาชีพสปารีเซฟชั่นนิส,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,OTHER,อื่นๆ,2022-07-08 14:58:09.010,2022-07-08 14:58:09.010,0,0
130,1,7,0,WNS,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา),Wellness Services (Sport Activity excluded),0,SPA,สาขาให้บริการสปา,Spa Service,0,964.0,อาชีพสปาแอดเทนเดน,None,0,03,ชั้น 3,Level 3,1,มาตรฐานอาชีพ,OTHER,อื่นๆ,2022-07-08 14:58:10.723,2022-07-08 14:58:10.723,0,0
131,1,7,0,WNS,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา),Wellness Services (Sport Activity excluded),0,SPA,สาขาให้บริการสปา,Spa Service,0,963.0,อาชีพสปารีเซฟชั่นนิส,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,OTHER,อื่นๆ,2022-07-08 14:58:12.257,2022-07-08 14:58:12.257,0,0
132,1,7,0,WNS,สาขาวิชาชีพกิจกรรมบริการเพื่อเสริมสร้างสุขภาพร่างกาย (ยกเว้นกิจกรรมด้านการกีฬา),Wellness Services (Sport Activity excluded),0,SPA,สาขาให้บริการสปา,Spa Service,0,965.0,อาชีพนักบริหารจัดการสปา,None,0,04,ชั้น 4,Level 4,1,มาตรฐานอาชีพ,OTHER,อื่นๆ,2022-07-08 14:58:13.733,2022-07-08 14:58:13.733,0,0
